index,SPACER_cex_depth,SPACER_cluster_out_of_gas,SPACER_expand_pob_undef,SPACER_inductive_level,SPACER_max_cluster_size,SPACER_max_cvx_reduced_dim,SPACER_max_depth,SPACER_max_query_lvl,SPACER_need_sage,SPACER_num_active_lemmas,SPACER_num_cant_abstract,SPACER_num_ctp_blocked,SPACER_num_dim_reduction_success,SPACER_num_invariants,SPACER_num_is_invariant,SPACER_num_lemma_jumped,SPACER_num_lemmas,SPACER_num_mbp_failed,SPACER_num_merge_gen,SPACER_num_merge_gen_failed,SPACER_num_merge_gen_success,SPACER_num_no_over_approximate,SPACER_num_non_lin,SPACER_num_pobs,SPACER_num_propagations,SPACER_num_queries,SPACER_num_reach_queries,SPACER_num_refinements,SPACER_num_reuse_reach_facts,SPACER_num_sync_cvx_cls,SPACER_pob_out_of_gas,SPACER_wide_attmpts,SPACER_wide_success,max_memory,memory,result,time,time_iuc_solver_get_iuc,time_iuc_solver_get_iuc_hyp_reduce1,time_iuc_solver_get_iuc_hyp_reduce2,time_iuc_solver_get_iuc_learn_core,time_pool_solver_proof,time_pool_solver_smt_total,time_pool_solver_smt_total_sat,time_pool_solver_smt_total_undef,time_spacer_ctp,time_spacer_init_rules,time_spacer_init_rules_pt_init,time_spacer_mbp,time_spacer_solve,time_spacer_solve_propagate,time_spacer_solve_reach,time_spacer_solve_reach_children,time_spacer_solve_reach_cluster,time_spacer_solve_reach_gen_bool_ind,time_spacer_solve_reach_gen_merge,time_spacer_solve_reach_gen_merge_cvx_cls,time_spacer_solve_reach_gen_wide,time_spacer_solve_reach_is_reach
chc-lia-0312.smt2,,,62,7,15,1,9,9,,90,,107,,53,699,,159,,7,25,,,,105,404,153,,2,,,,660,,4591.84,1754.14,sat,83.44,3.50,0.21,1.11,0.09,2.18,72.20,24.41,39.81,0.00,0.60,0.50,0.41,76.75,11.68,65.03,0.69,0.07,29.16,1.11,0.00,1.11,0.48
chc-lia-0313.smt2,,,32,4,,,8,8,,42,,26,,33,285,,73,,,,,,,53,145,65,,,,,,,,2178.12,864.70,sat,30.87,1.27,0.06,0.25,0.03,0.96,25.56,4.76,17.00,0.00,0.57,0.46,0.21,27.42,7.53,19.86,0.46,0.01,8.12,0.00,,0.00,
chc-lia-0314.smt2,,881,2090,,145,2,54,53,,2643,285,21271,17,220,82136,114,5378,,227,299,,,,4109,38371,6888,,1019,,38,45,20025,112,10388.06,10288.51,timeout,597.58,19.66,2.06,8.38,3.98,4.88,415.30,195.15,129.09,1.97,1.05,0.88,3.20,561.63,135.02,426.26,8.39,55.57,30.14,214.48,0.00,214.48,2.72
chc-lia-0315.smt2,3,,153,,,,3,3,,157,,1,,,81,,169,,,,,,,126,6,169,3,,2,,,,,7785.16,2548.88,unsat,92.17,1.77,0.07,0.36,0.04,1.29,73.77,4.51,53.17,0.00,0.69,0.52,2.70,80.86,7.12,73.74,4.66,0.02,29.01,0.00,,0.00,0.44
chc-lia-0316.smt2,,,1,1,,,1,1,,5,,,,4,8,,6,,,,,,,5,7,4,,,,,,,,2510.68,1352.82,sat,44.92,1.90,0.07,1.16,0.02,0.68,19.77,0.95,1.32,,0.50,0.46,0.03,21.82,13.25,8.56,0.14,0.00,0.00,0.00,,0.00,
chc-lia-0317.smt2,,,4,1,,,3,3,,6,,1,,5,9,,13,,,,,,,7,2,9,,,,,,,,1234.68,602.36,sat,14.77,0.31,0.01,0.05,0.00,0.24,10.55,0.06,9.03,0.00,0.37,0.28,0.01,10.90,7.67,3.21,0.02,0.00,0.42,0.00,,0.00,
chc-lia-0318.smt2,,203,395,30,16,1,34,34,,116,,90,,166,3433,9,445,,23,,,,,178,2411,411,,147,,,,1882,2,4088.12,1808.10,sat,120.65,8.19,0.57,3.12,0.31,4.40,95.21,16.23,68.49,0.02,0.54,0.48,2.16,110.99,44.60,66.23,3.54,1.36,3.00,28.06,0.00,28.06,0.29
chc-lia-0319.smt2,5,,261,,1,,5,5,,245,,49,,13,534,,271,,,,,,,246,215,271,5,,3,,,,,10257.92,3181.65,unsat,132.38,4.71,0.24,2.02,0.13,2.35,104.46,4.38,82.19,0.00,0.66,0.54,2.88,115.06,17.04,98.00,5.28,0.04,15.87,0.01,,0.01,0.55
chc-lia-0321.smt2,,340,,,62,2,129,128,,299,,3094,3992,,10013,41,4891,,74,740,,,,233,3840,6123,,4570,,456,44,30048,43,2385.17,2382.94,timeout,596.74,6.97,1.08,2.49,0.99,1.96,477.30,334.37,2.53,0.80,0.66,0.53,10.98,564.89,43.40,520.84,25.21,9.83,0.57,304.35,0.05,304.35,0.71
chc-lia-0323.smt2,3,,103,,,,3,3,,105,,1,,,139,,110,,,,,,,102,69,110,3,,2,,,,,9236.76,2915.77,unsat,113.04,1.83,0.08,0.38,0.04,1.33,89.11,5.36,68.54,0.00,0.67,0.54,2.71,96.47,7.47,88.99,4.86,0.03,32.08,0.00,,0.00,0.65
chc-lia-0328.smt2,9,,73,,15,1,9,9,,462,19,286,,50,2337,1,690,,7,47,,,,583,1368,698,9,5,1,,,596,,20152.84,5699.31,unsat,150.54,3.76,0.22,0.93,0.13,2.47,128.03,64.14,47.17,0.01,0.88,0.58,2.84,138.51,9.20,129.26,4.85,0.48,22.18,56.37,0.00,56.37,0.64
chc-lia-0329.smt2,3,,64,,,,3,3,,63,,1,,,99,,66,,,,,,,61,48,66,3,,2,,,,,3944.48,1321.43,unsat,15.24,0.05,0.00,0.01,0.00,0.02,6.93,1.69,2.93,0.00,0.48,0.35,0.06,7.21,1.02,6.19,0.14,0.01,1.83,0.00,,0.00,0.09
chc-lia-0331.smt2,5,,149,,,,5,5,,156,,70,,,466,,170,,,,,,,139,144,169,5,,3,,,,,10706.04,3348.89,unsat,116.14,2.01,0.09,0.38,0.05,1.51,85.83,2.35,74.74,0.00,0.86,0.70,1.65,90.82,18.03,72.76,2.59,0.01,15.94,0.00,,0.00,1.03
chc-lia-0333.smt2,,309,468,74,40,2,76,76,,480,,6345,22,357,31331,106,1417,,89,280,,,,742,18221,1563,,257,,55,35,5136,13,51310.40,14405.19,sat,422.26,13.84,0.79,3.34,0.72,8.88,323.43,41.59,218.17,0.21,0.98,0.78,7.56,365.13,105.49,259.16,10.38,6.01,34.75,28.00,0.00,28.00,0.38
chc-lia-0334.smt2,,,101,5,,,8,8,,85,,9,,27,329,,118,,,,,,,95,117,109,,,,,,,,5016.08,2395.88,sat,138.70,5.37,0.10,0.51,0.05,4.70,97.96,3.65,59.52,0.00,0.91,0.76,3.52,108.26,37.25,70.97,4.65,0.02,32.49,0.00,,0.00,
chc-lia-0335.smt2,3,,245,,,,3,3,,241,,1,,,279,,252,,,,,,,230,137,253,3,,2,,,,,25358.40,7360.30,unsat,111.63,0.86,0.06,0.39,0.05,0.33,88.03,2.74,63.71,0.00,1.33,1.08,0.55,90.11,8.53,81.56,0.90,0.01,4.46,0.00,,0.00,0.25
chc-lia-0336.smt2,,,238,16,7,1,32,32,,177,5,458,,98,2951,,494,,16,5,,,,172,1522,462,,11,,,,954,,12041.48,3793.43,sat,330.35,6.60,0.32,1.40,0.16,4.75,308.95,10.43,268.71,0.02,1.34,1.02,0.58,317.90,40.95,276.78,1.06,0.08,19.89,187.89,0.00,187.89,0.02
chc-lia-0337.smt2,,,,1,,,3,3,,9,,2,,7,12,,15,,,,,,,7,4,11,,,,,,,,1510.76,735.94,sat,8.55,0.26,0.01,0.05,0.00,0.21,3.66,2.84,,0.00,1.24,1.05,0.01,3.97,1.89,2.07,0.02,0.00,0.43,0.00,,0.00,
chc-lia-0339.smt2,,,131,2,,,5,5,,121,,38,,72,342,,148,,,,,,,110,169,142,,,,,,,,12941.36,4069.31,sat,61.85,1.38,0.06,0.28,0.03,1.00,48.46,1.36,38.83,0.00,1.05,0.91,0.73,51.22,13.89,37.30,1.22,0.01,9.18,0.00,,0.00,
chc-lia-0340.smt2,,3246,1296,,199,1,35,34,,1573,,14438,,48,48406,321,6188,,192,1741,,,,3670,22164,6867,,857,,,48,24519,82,38365.49,38360.77,timeout,597.04,18.77,1.77,8.22,2.47,5.06,376.18,105.73,107.64,0.70,1.67,1.16,5.87,550.11,82.99,466.84,11.82,60.60,2.92,161.30,0.00,161.30,0.14
chc-lia-0341.smt2,,400,39,48,25,2,50,50,,61,,645,97,79,5436,36,544,,26,273,,,,364,4365,596,,134,,17,7,10434,4,2994.12,1399.25,sat,62.41,2.24,0.16,0.48,0.11,1.54,49.29,32.99,10.15,0.04,1.33,1.04,0.36,56.29,9.51,46.50,0.72,1.21,0.33,32.52,0.00,32.52,0.03
chc-lia-0342.smt2,5,,730,,2,1,5,5,,736,,48,,48,1970,,755,,1,,,,,706,1088,755,5,,4,,,18,,25804.92,7549.60,unsat,339.26,5.79,0.27,2.13,0.32,2.98,300.57,23.21,208.03,0.02,1.34,1.02,2.08,312.32,32.48,279.81,3.76,0.48,51.13,4.35,0.00,4.35,1.70
chc-lia-0345.smt2,,,,,,,1,1,,2,,,,2,1,1,3,,,,,,,2,1,1,,,,,,,,1578.76,812.77,sat,7.16,0.00,0.00,0.00,0.00,0.00,0.59,0.00,,,1.63,1.34,0.00,0.60,0.01,0.59,0.00,0.00,,,,,
chc-lia-0346.smt2,,,241,6,,,7,7,,276,,81,,156,1262,2,292,,,,,,,279,762,284,,,,,,,,14098.12,4753.04,sat,141.09,0.93,0.06,0.30,0.09,0.44,110.39,25.81,68.94,0.01,1.43,1.25,0.82,113.31,31.48,81.80,1.55,0.04,0.16,0.00,,0.00,
chc-lia-0347.smt2,,1482,1821,,323,1,27,26,,591,,1834,1238,,9246,,2575,,1085,,,,,1065,3267,5565,,1656,,,7,11243,9,3613.33,3606.23,timeout,598.03,9.07,1.18,3.28,1.18,3.57,256.00,83.01,123.31,0.38,1.50,1.16,16.98,337.80,42.97,294.66,28.57,17.47,7.98,109.58,0.02,109.58,8.31
chc-lia-0348.smt2,3,,201,,1,,3,3,,199,,1,,,494,,204,,,,,,,203,298,204,3,,1,,,,,35956.56,10107.88,unsat,132.29,0.60,0.04,0.21,0.04,0.26,96.20,4.82,62.89,0.00,1.55,1.20,1.90,100.04,10.36,89.67,2.48,0.03,8.39,0.01,,0.01,0.96
chc-lia-0349.smt2,5,,35,,,,5,5,,43,,23,,,127,,56,,,,,,,36,44,56,5,,2,,,,,7358.12,2740.19,unsat,82.15,0.56,0.02,0.11,0.02,0.40,41.94,1.65,32.35,0.00,1.50,1.18,0.27,43.06,14.44,28.59,0.30,0.00,2.29,0.00,,0.00,1.89
chc-lia-0350.smt2,,,333,6,1,,9,9,,285,,180,,239,2679,,375,,,,,,,332,1776,366,,,,,,,,19718.56,6393.59,sat,291.02,15.03,0.85,5.69,0.38,8.39,238.45,3.09,201.82,0.02,1.38,1.17,3.06,259.54,60.09,199.42,5.15,0.20,40.50,0.09,,0.09,
chc-lia-0353.smt2,,,197,,1,,5,4,,181,,33,,,449,,207,,,,,,,198,137,202,,,,,,,,4485.36,4464.18,timeout,599.06,8.54,0.50,2.92,0.26,4.99,232.81,9.14,170.21,0.00,1.43,1.24,3.91,248.64,41.86,206.77,6.74,0.17,48.77,0.01,,0.01,
chc-lia-0354.smt2,,126,1578,,89,1,19,18,,1543,,4218,3,69,19753,36,1912,,3,,,,,1129,9145,1893,,14,,,,400,,17783.16,17778.46,timeout,598.34,14.81,1.18,4.66,0.98,8.01,531.40,27.89,243.44,0.24,1.58,1.25,3.10,575.94,96.23,479.58,5.36,10.55,55.34,46.84,0.00,46.84,0.43
chc-lia-0356.smt2,,,606,15,19,,16,16,,619,,995,,439,9927,13,918,,,,,,,691,5945,903,,,,,,,,46619.76,13188.80,sat,549.89,87.28,4.84,57.73,1.60,25.72,352.06,13.23,258.10,0.11,1.73,1.46,4.16,454.17,125.57,328.51,6.59,3.47,20.42,2.78,,2.78,
chc-lia-0358.smt2,,,,1,,,3,3,,11,,2,,8,14,,17,,,,,,,8,5,13,,,,,,,,3815.76,1746.23,sat,60.88,2.48,0.13,0.81,0.06,1.53,43.05,36.15,,0.00,1.99,1.63,0.01,45.60,28.11,17.47,0.02,0.00,3.46,0.00,,0.00,
chc-lia-0359.smt2,,,156,,,,5,4,,159,,28,,4,432,,172,,,,,,,136,163,167,,,,,,,,4741.46,4738.12,timeout,599.30,0.98,0.07,0.33,0.06,0.49,77.29,0.28,61.02,0.00,2.19,1.95,1.82,80.90,30.35,50.53,2.28,0.15,0.89,0.00,,0.00,
chc-lia-0360.smt2,,,158,4,11,1,7,7,,183,1,78,,95,754,2,222,,,,,,,170,388,214,,,,,,315,,12323.32,3917.43,sat,278.41,6.15,0.21,0.93,0.14,4.90,253.05,0.70,221.53,0.00,2.01,1.41,0.28,260.42,31.54,228.81,0.53,0.09,24.80,109.04,0.00,109.04,
chc-lia-0362.smt2,,,,,,,2,2,,4,,,,4,4,,7,,,,,,,4,2,4,,,,,,,,9900.44,1928.12,sat,208.13,0.07,0.00,0.01,0.00,0.05,11.19,1.09,,,0.43,0.36,0.01,11.42,7.72,3.69,0.15,0.00,0.00,0.00,,0.00,
chc-lia-0363.smt2,,,253,,2,1,6,5,,229,,43,,3,1008,,270,,,,,,,253,533,264,,,,,,1130,,6318.99,6290.90,timeout,599.32,2.66,0.12,0.62,0.12,1.75,497.91,6.04,464.92,0.00,2.42,2.13,1.06,503.11,32.67,470.41,1.68,0.19,34.92,335.19,0.00,335.19,
chc-lia-0364.smt2,,,98,1,,,3,3,,101,,1,,51,104,,106,,,,,,,78,49,102,,,,,,,,9024.44,3091.44,sat,94.52,0.64,0.01,0.08,0.02,0.52,73.88,4.64,57.65,0.00,1.64,1.27,0.20,75.09,14.81,60.27,0.46,0.00,0.00,0.00,,0.00,
chc-lia-0365.smt2,,,121,3,,,6,6,,91,,11,,51,263,,132,,,,,,,59,149,126,,,,,,,,12796.40,4552.27,sat,489.36,19.37,0.47,10.39,0.15,8.59,403.88,0.63,375.60,0.00,1.95,1.66,0.22,423.79,199.90,223.87,0.39,0.00,109.92,0.00,,0.00,
chc-lia-0366.smt2,3,,9,,,,3,3,,52,,1,,,84,,57,,,,,,,51,38,57,3,,1,,,,,13504.68,4677.66,unsat,141.83,0.08,0.01,0.03,0.01,0.03,87.24,49.62,12.04,0.00,1.78,1.51,0.76,88.56,17.35,71.19,0.51,0.01,26.66,0.00,,0.00,4.92
chc-lia-0367.smt2,,761,209,,56,1,64,63,,246,1,976,7,,12486,42,935,,31,73,,,,633,9197,900,,221,,,1,2504,4,2052.48,2013.11,timeout,599.08,12.14,0.78,2.72,0.56,8.26,532.95,319.79,103.67,0.23,1.35,1.10,1.95,561.37,113.74,447.30,3.35,4.90,1.71,56.47,0.00,56.47,0.24
chc-lia-0368.smt2,,,1,1,,,2,2,,5,,1,,4,8,,8,,,,,,,5,4,5,,,,,,,,3613.72,1739.09,sat,50.32,0.46,0.02,0.08,0.01,0.36,36.33,0.03,31.37,0.00,2.79,2.40,0.00,36.83,31.04,5.78,0.01,0.00,0.00,0.00,,0.00,
chc-lia-0369.smt2,2,,2,,,,2,2,,2,,,,,2,,3,,,,,,,3,,3,2,,1,,,,,4766.40,2252.60,unsat,51.62,0.00,0.00,0.00,0.00,0.00,24.94,2.52,19.52,,2.98,2.58,0.09,25.07,9.71,15.36,0.05,0.00,,,,,0.47
chc-lia-0370.smt2,,153,470,,26,1,63,62,,256,,338,,1,3400,,624,,,,,,,252,1382,561,,184,,,,1416,,1061.04,1044.14,timeout,599.00,48.84,3.14,16.91,1.40,29.00,486.47,0.91,454.87,0.06,2.84,1.88,7.37,552.26,156.82,394.65,12.08,1.29,78.91,164.86,0.00,164.86,
chc-lia-0371.smt2,,,122,10,1,,13,13,,172,,210,,92,1931,,242,,,,,,,196,937,228,,,,,,,,18513.88,5950.71,sat,225.46,9.25,0.35,1.76,0.19,7.01,191.20,2.47,156.09,0.02,2.73,2.26,0.49,202.02,72.47,129.47,0.91,0.04,25.14,0.02,,0.02,
chc-lia-0372.smt2,,,61,5,,,7,7,,58,,61,,30,283,2,86,,,,,,,44,141,78,,,,,,,,7574.80,2705.76,sat,110.44,1.04,0.07,0.31,0.04,0.62,89.93,0.31,79.41,0.00,1.34,1.04,0.05,91.21,42.05,49.12,0.12,0.00,0.00,0.00,,0.00,
chc-lia-0374.smt2,,,131,2,,,4,4,,141,,52,,74,355,1,152,,,,,,,101,158,147,,,,,,,,21787.12,7062.47,sat,539.42,6.68,0.34,3.13,0.13,3.21,471.77,1.07,408.62,0.00,2.48,2.16,2.93,482.80,133.92,348.86,4.15,0.01,7.34,0.00,,0.00,
chc-lia-0375.smt2,,,176,4,,,7,7,,188,,182,,104,975,,267,,,,,,,210,475,259,,,,,,,,17472.52,5499.95,sat,120.12,3.14,0.11,0.56,0.09,2.37,89.09,1.29,72.68,0.01,3.02,2.18,0.39,93.35,21.41,71.87,0.73,0.01,11.41,0.00,,0.00,
chc-lia-0376.smt2,,,,2,,,4,4,,8,,3,,5,19,,15,,,,,,,9,7,10,,,,,,,,9089.88,2284.47,sat,76.86,1.23,0.02,0.12,0.01,1.08,43.18,34.61,0.10,0.00,1.54,1.15,0.02,44.49,30.19,14.28,0.04,0.00,0.01,0.00,,0.00,
chc-lia-0378.smt2,,,92,5,,,8,8,,89,,104,,48,496,,123,,,,,,,61,242,114,,,,,,,,17052.72,5884.27,sat,220.36,4.63,0.21,1.06,0.12,3.26,152.86,0.62,119.28,0.00,3.51,2.83,0.43,158.67,60.03,98.57,0.85,0.00,9.49,0.00,,0.00,
chc-lia-0379.smt2,3,,82,,1,,3,3,,85,,1,,,52,,93,,,,,,,85,24,93,3,,2,,,,,9353.92,3025.65,unsat,42.47,0.58,0.02,0.12,0.01,0.42,24.37,2.53,15.10,0.00,2.79,2.24,0.38,25.75,1.08,24.65,0.47,0.02,8.37,0.01,,0.01,0.51
chc-lia-0380.smt2,,,,4,,,6,6,,38,,54,,21,183,,53,,,,,,,39,76,47,,,,,,,,7425.56,3085.44,sat,54.02,1.25,0.04,0.17,0.03,1.01,31.69,24.62,0.00,0.00,3.83,3.04,0.09,33.22,14.01,19.17,0.17,0.00,0.30,0.00,,0.00,
chc-lia-0381.smt2,,,203,2,,,4,4,,205,,3,,120,451,,212,,,,,,,148,332,207,,,,,,,,19859.16,6465.01,sat,293.20,1.20,0.09,0.42,0.13,0.53,234.08,6.52,165.28,0.00,3.92,2.29,0.21,236.76,37.06,199.67,1.00,0.01,0.00,0.00,,0.00,
chc-lia-0382.smt2,,,13,,,,3,2,,15,,1,,,18,,18,,,,,,,15,1,15,,,,,,,,3250.37,3226.35,timeout,597.66,0.60,0.03,0.15,0.02,0.40,478.01,0.16,328.90,0.00,9.28,8.31,0.04,478.71,161.87,316.82,0.06,0.00,0.00,0.00,,0.00,
chc-lia-0383.smt2,,,,,,,1,1,,2,,,,2,1,1,3,,,,,,,2,1,1,,,,,,,,8578.36,2068.39,sat,107.09,0.00,0.00,0.00,0.00,0.00,0.06,0.00,,,3.32,2.90,0.00,0.07,0.00,0.06,0.00,0.00,,,,,
chc-lia-0384.smt2,,,,,,,1,1,,2,,,,2,1,1,3,,,,,,,2,1,1,,,,,,,,8574.96,2064.91,sat,109.04,0.00,0.00,0.00,0.00,0.00,0.05,0.00,,,3.23,2.80,0.00,0.06,0.00,0.06,0.00,0.00,,,,,
chc-lia-0385.smt2,,,,,,,1,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,16326.22,1339.06,timeout,597.89,0.00,0.00,0.00,0.00,0.00,0.13,,,,4.88,2.74,,0.13,,0.13,,0.00,,,,,
chc-lia-0386.smt2,,595,564,,194,2,78,77,,234,,925,163,2,5207,60,959,,70,131,,,,291,2546,1190,,678,,430,7,8105,13,3048.08,3046.72,timeout,596.98,4.32,0.47,1.72,0.70,1.17,200.50,34.55,134.63,0.16,11.67,9.86,4.02,284.57,36.70,246.92,8.11,29.43,21.75,126.77,0.00,126.77,0.89
chc-lia-0387.smt2,,,,,,,1,1,,2,,,,2,1,1,3,,,,,,,2,1,1,,,,,,,,7488.56,4759.54,sat,74.62,0.01,0.00,0.00,0.00,0.00,13.34,0.00,,,11.87,10.79,0.00,13.35,0.02,13.33,0.00,0.00,,,,,
chc-lia-0388.smt2,,,30,2,,,3,3,,32,,1,,17,50,,37,,,,,,,33,31,33,,,,,,,,15941.24,7049.70,sat,448.96,2.13,0.10,0.41,0.05,1.60,340.59,0.06,295.86,0.00,12.43,10.86,0.09,343.08,244.44,98.60,0.16,0.00,0.00,0.00,,0.00,
chc-lia-0389.smt2,,,,,,,1,1,,2,,,,2,1,1,3,,,,,,,2,1,1,,,,,,,,8070.08,5178.36,sat,72.46,0.01,0.00,0.00,0.00,0.00,5.51,0.00,,,13.92,12.41,0.00,5.52,0.01,5.51,0.00,0.00,,,,,
chc-lia-0390.smt2,,,,,,,1,1,,2,,,,2,1,1,3,,,,,,,2,1,1,,,,,,,,6389.32,3983.74,sat,77.71,0.01,0.00,0.00,0.00,0.00,0.45,0.00,,,9.98,8.54,0.00,0.46,0.00,0.45,0.00,0.00,,,,,
chc-lia-0391.smt2,,,17,4,,,6,6,,19,,10,,11,85,,30,,,,,,,11,45,23,,,,,,,,4577.75,2081.08,timeout,595.40,5.55,0.47,2.23,0.17,2.92,454.62,0.05,131.83,0.00,16.59,14.89,1.11,461.53,343.82,117.68,1.30,0.00,0.00,0.00,,0.00,
chc-lia-0395.smt2,,,,,,,1,1,,2,,,,2,1,1,3,,,,,,,2,1,1,,,,,,,,14774.72,9202.08,sat,252.86,0.01,0.00,0.00,0.00,0.00,0.52,0.00,,,29.26,25.67,0.00,0.54,0.00,0.53,0.00,0.00,,,,,
chc-lia-0396.smt2,,,,,,,1,1,,2,,,,2,1,1,3,,,,,,,2,1,1,,,,,,,,25657.52,17939.69,sat,240.42,0.03,0.00,0.01,0.01,0.00,0.78,0.00,,,59.10,54.11,0.00,0.81,0.00,0.81,0.00,0.00,,,,,
chc-lia-0400.smt2,,,,1,,,2,2,,3,,,,2,2,,5,,,,,,,2,,2,,,,,,,,28.48,10.34,sat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,,0.00,0.00,0.00,0.02,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0401.smt2,3,,,,,,3,3,,8,,2,,1,11,,11,,,,,,,7,4,10,3,,1,,,,,45.92,15.56,unsat,0.09,0.01,0.00,0.00,0.00,0.00,0.04,0.02,,0.00,0.00,0.00,0.00,0.06,0.00,0.05,0.00,0.00,0.02,0.00,,0.00,0.00
chc-lia-0402.smt2,,,,1,,,2,2,,3,,,,2,2,,5,,,,,,,2,,2,,,,,,,,28.56,10.39,sat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,,0.00,0.00,0.00,0.02,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0403.smt2,,,,1,,,2,2,,4,,,,3,5,,6,,,,,,,3,3,3,,,,,,,,18.96,7.06,sat,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0404.smt2,,,,1,,,3,3,,7,,1,,5,14,,12,,,,,,,5,7,8,,,,,,,,30.80,11.61,sat,0.07,0.01,0.00,0.00,0.00,0.00,0.02,0.01,,0.00,0.00,0.00,0.00,0.04,0.00,0.03,0.00,0.00,0.01,0.00,,0.00,
chc-lia-0405.smt2,,,,1,1,,4,4,,10,,5,,9,34,,20,,,,,,,9,17,15,,,,,,,,27.96,13.13,sat,0.11,0.01,0.00,0.00,0.00,0.00,0.05,0.02,,0.00,0.00,0.00,0.00,0.09,0.02,0.06,0.01,0.00,0.01,0.00,,0.00,
chc-lia-0406.smt2,,,,1,1,,3,3,,9,,2,,7,22,,13,,,,,,,7,14,9,,,,,,,,24.00,10.37,sat,0.07,0.00,0.00,0.00,0.00,0.00,0.02,0.01,,0.00,0.00,0.00,0.00,0.05,0.01,0.03,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0407.smt2,,,,11,1,,12,12,,16,1,21,,7,53,2,37,,,,,,,14,19,24,,,,,,,,28.16,13.48,sat,0.16,0.01,0.00,0.01,0.00,0.00,0.05,0.01,,0.00,0.00,0.00,0.00,0.14,0.01,0.09,0.01,0.01,0.01,0.01,,0.01,
chc-lia-0408.smt2,,,,1,,,2,2,,3,,,,2,3,,5,,,,,,,2,1,2,,,,,,,,18.16,6.72,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0409.smt2,,,,1,2,,4,4,,4,,3,,6,11,,12,,,,,,,5,4,7,,,,,,,,20.68,8.04,sat,0.05,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.03,0.00,0.02,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0410.smt2,,1098,2325,,117,2,139,138,,409,963,1611,755,5,23050,264,4479,,275,26,,,,286,12313,4788,,1225,,488,25,48,22,506.11,464.65,timeout,597.00,8.13,2.09,4.44,1.60,1.05,518.36,88.11,118.43,0.80,0.00,0.00,1.10,572.04,107.83,463.45,3.29,13.99,112.87,35.66,0.01,35.66,7.26
chc-lia-0411.smt2,,497,1704,,269,2,144,143,,448,380,2662,4,8,24383,316,5085,,280,16,,,,186,12006,5681,,1218,,883,25,48,21,530.01,488.41,timeout,596.29,9.44,2.45,5.29,1.78,1.17,509.94,115.27,73.08,0.96,0.00,0.00,1.25,586.17,98.66,486.74,3.72,16.04,97.89,52.12,0.01,52.12,9.39
chc-lia-0412.smt2,,,,2,,,3,3,,5,,3,,3,6,,9,,,,,,,3,,5,,,,,,,,23.56,8.52,sat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.02,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0413.smt2,,,,4,3,,7,7,,18,,17,,17,90,,44,,,,,,1,20,42,36,,,,,,,,38.80,16.42,sat,0.18,0.02,0.01,0.01,0.00,0.01,0.07,0.03,,0.00,0.00,0.00,0.00,0.16,0.03,0.10,0.01,0.01,0.01,0.00,,0.00,
chc-lia-0414.smt2,3,,,,,,3,3,,7,,1,,,8,,9,,,,,,,7,,8,3,,1,,,,,33.92,9.09,unsat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.01,,0.00,0.00,0.00,0.00,0.02,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,0.00
chc-lia-0415.smt2,2,,,,,,2,2,,4,,,,,2,,5,,,,,,,4,,4,2,,1,,,,,78.60,34.90,unsat,0.10,0.00,0.00,0.00,0.00,0.00,0.04,0.00,,,0.01,0.01,0.00,0.04,0.00,0.04,0.00,0.00,0.00,0.00,,0.00,0.00
chc-lia-0416.smt2,,,,,,,1,1,,3,,,,3,2,,4,,,,,,,3,2,2,,,,,,,,18.64,6.84,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0417.smt2,,,,1,,,3,3,,4,,2,,3,6,,9,,,,,,,3,1,5,,,,,,,,24.12,8.65,sat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.02,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,
chc-lia-0418.smt2,,,,1,,,3,3,,4,,2,,3,6,,9,,,,,,,3,1,5,,,,,,,,24.12,8.62,sat,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,0.00,0.00,0.00,0.02,0.00,0.01,0.00,0.00,0.00,0.00,,0.00,
