index,SPACER_cex_depth,SPACER_cluster_out_of_gas,SPACER_expand_pob_undef,SPACER_inductive_level,SPACER_max_cluster_size,SPACER_max_cvx_reduced_dim,SPACER_max_depth,SPACER_max_query_lvl,SPACER_need_sage,SPACER_num_active_lemmas,SPACER_num_cant_abstract,SPACER_num_ctp_blocked,SPACER_num_dim_reduction_success,SPACER_num_invariants,SPACER_num_is_invariant,SPACER_num_lemma_jumped,SPACER_num_lemmas,SPACER_num_mbp_failed,SPACER_num_merge_gen,SPACER_num_merge_gen_failed,SPACER_num_merge_gen_success,SPACER_num_no_over_approximate,SPACER_num_non_lin,SPACER_num_pobs,SPACER_num_propagations,SPACER_num_queries,SPACER_num_reach_queries,SPACER_num_refinements,SPACER_num_reuse_reach_facts,SPACER_num_sync_cvx_cls,SPACER_pob_out_of_gas,SPACER_wide_attmpts,SPACER_wide_success,max_memory,memory,result,time,time_iuc_solver_get_iuc,time_iuc_solver_get_iuc_hyp_reduce1,time_iuc_solver_get_iuc_hyp_reduce2,time_iuc_solver_get_iuc_learn_core,time_pool_solver_proof,time_pool_solver_smt_total,time_pool_solver_smt_total_sat,time_pool_solver_smt_total_undef,time_spacer_ctp,time_spacer_init_rules,time_spacer_init_rules_pt_init,time_spacer_mbp,time_spacer_solve,time_spacer_solve_propagate,time_spacer_solve_reach,time_spacer_solve_reach_children,time_spacer_solve_reach_cluster,time_spacer_solve_reach_gen_bool_ind,time_spacer_solve_reach_gen_merge,time_spacer_solve_reach_gen_merge_cvx_cls,time_spacer_solve_reach_gen_wide,time_spacer_solve_reach_is_reach
chc-lia-0000.smt2,,,2,,,,1,1,,2,,,,2,1,,3,,,,,,,3,1,2,,,,,,,,17.84,6.41,sat,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00
chc-lia-0001.smt2,,838,,,144,1,194,193,,229,,7414,7347,,16611,,8238,,69,628,,,,126,4522,8641,,7943,,,35,267,,210.28,203.57,timeout,595.29,5.21,1.13,2.51,1.05,0.74,398.60,178.13,,0.86,0.00,0.00,1.07,588.19,35.41,551.87,4.06,13.57,0.00,295.05,0.10,295.05,0.13
chc-lia-0002.smt2,,77,,100,50,1,102,102,,155,5048,5127,95,61,6906,5,5392,,10,31,,,,234,1506,5324,,39,,,,141,37,466.40,297.81,sat,110.93,2.51,0.71,1.30,0.15,0.50,92.62,40.42,,0.24,0.00,0.00,0.74,110.71,4.34,106.02,2.47,3.77,30.93,7.79,0.00,7.79,
chc-lia-0003.smt2,,5438,17,1,104,,108,108,,6,,7726,,160,8637,1,5781,,,,,,5458,108,311,5674,,,,,,,,528.36,335.29,sat,161.93,5.29,1.55,2.52,0.90,0.87,112.98,31.68,0.88,0.87,0.00,0.00,3.84,161.56,9.23,151.93,8.67,14.33,7.17,14.78,,14.78,
chc-lia-0004.smt2,,124,66,44,15,2,44,44,,48,,86,112,15,488,15,297,,24,126,,,,106,234,264,,156,,4,,125,1,58.28,33.91,sat,1.79,0.15,0.04,0.07,0.03,0.03,0.68,0.25,0.08,0.00,0.00,0.00,0.03,1.76,0.18,1.38,0.09,0.16,0.00,0.54,0.00,0.54,0.00
chc-lia-0005.smt2,,211,405,81,36,2,81,81,,85,,230,816,20,2039,20,1092,,56,328,,,,155,941,1147,,897,,12,3,277,1,139.36,89.19,sat,12.47,0.72,0.17,0.37,0.12,0.12,6.31,2.02,1.29,0.03,0.00,0.00,0.20,12.41,1.39,10.63,0.52,0.82,0.00,5.16,0.01,5.16,0.03
chc-lia-0006.smt2,,219,176,,138,,23,22,,52,,244,,,477,,276,,,,,,229,27,56,266,13,,13,,,,,104.01,104.01,timeout,599.84,0.42,0.12,0.20,0.09,0.09,402.63,393.12,6.68,0.02,0.00,0.00,0.07,411.79,59.58,352.11,0.14,4.11,38.92,4.19,,4.19,0.15
chc-lia-0007.smt2,,,,7,3,1,14,14,,14,,49,49,13,125,,81,,1,2,,,,14,34,65,,,,,,,,32.56,15.55,sat,0.55,0.06,0.02,0.03,0.01,0.01,0.22,0.13,,0.00,0.00,0.00,0.01,0.53,0.03,0.44,0.02,0.05,0.09,0.13,0.00,0.13,
chc-lia-0008.smt2,,8373,,,130,,131,130,,131,,8514,,,8645,,8646,,,,,,8383,131,,8515,,,,,,,,225.00,224.79,timeout,596.05,8.14,0.72,2.49,2.82,1.46,279.07,57.19,,0.63,0.00,0.00,1.42,586.53,2.79,583.25,6.45,140.75,26.93,144.24,,144.24,
chc-lia-0009.smt2,,746,971,,716,1,12,11,,236,29,404,,,831,,798,,46,6,,,713,412,17,834,1,40,1,,,,,158.35,158.35,timeout,599.54,0.92,0.42,0.60,0.03,0.17,41.62,18.34,17.83,0.06,0.00,0.00,0.15,575.66,4.96,570.65,0.93,262.24,12.19,270.07,0.00,270.07,0.83
chc-lia-0010.smt2,,1742,292,,433,,63,62,,174,,2128,,,7027,,2016,,,,,,1761,66,2390,1963,10,20,10,,,,,174.83,174.54,timeout,599.11,2.51,0.82,1.24,0.44,0.51,55.20,21.02,8.72,0.69,0.00,0.00,1.01,575.37,22.32,552.77,2.77,261.06,7.18,251.06,,251.06,0.07
chc-lia-0012.smt2,,1185,860,,43,1,57,56,,488,,5936,,,16930,256,1487,,17,,,,1167,535,4932,1944,246,104,172,,5,11,,660.62,658.50,timeout,598.29,15.83,7.47,10.79,1.01,3.06,481.15,250.96,156.32,3.37,0.00,0.00,1.02,538.37,224.71,313.36,3.09,16.22,141.17,17.16,0.00,17.16,17.35
chc-lia-0013.smt2,,,,4,3,3,6,6,3,30,,33,6,25,150,13,71,,8,23,2,,,37,58,62,4,3,2,3,,,,49.92,26.09,sat,0.62,0.10,0.04,0.06,0.01,0.02,0.31,0.19,,0.00,0.00,0.00,0.01,0.59,0.06,0.50,0.02,0.06,0.13,0.05,0.00,0.05,0.01
chc-lia-0014.smt2,,1145,3575,,238,1,80,79,,417,4243,5047,,7,19474,2,5100,,429,,,,,1141,6403,6619,1232,722,1207,,28,14,,214.45,203.06,timeout,596.02,16.07,3.83,8.53,0.82,5.11,502.45,171.51,167.35,1.98,0.00,0.00,2.86,593.87,112.50,480.98,8.54,21.86,127.53,64.56,0.00,64.56,31.56
chc-lia-0015.smt2,,4091,967,,11,,74,73,,1215,,2893,,,29245,,4345,,,,,,4121,1411,12443,4327,55,,54,,,,,461.43,442.22,timeout,597.70,4.53,1.20,2.21,0.93,0.78,526.31,208.79,136.02,8.64,0.00,0.00,0.73,576.28,332.88,243.07,7.25,11.76,6.47,12.07,,12.07,0.63
chc-lia-0016.smt2,,1249,138,,60,6,106,105,332,931,5,1490,403,1,27867,1712,2085,,259,1546,12,14,70,2209,22034,3851,22,378,15,625,58,141,10,526.20,494.18,timeout,597.81,5.45,2.06,3.36,0.71,0.87,489.49,295.91,9.41,2.44,0.00,0.00,0.71,521.22,179.37,341.28,4.47,6.15,90.40,60.06,0.01,60.06,4.71
chc-lia-0017.smt2,,,,3,3,1,5,5,,9,,7,1,8,30,,22,,1,4,,,,10,13,15,,,,,,,,25.80,9.50,sat,0.07,0.01,0.00,0.00,0.00,0.00,0.02,0.01,,0.00,0.00,0.00,0.00,0.06,0.01,0.04,0.00,0.00,0.00,0.00,0.00,0.00,
chc-lia-0018.smt2,,891,1986,,767,1,91,90,,202,,1581,2095,2,6098,,2374,,79,4,,,,79,1964,2289,,2184,,,1,,,125.93,124.02,timeout,599.36,1.96,0.52,0.93,0.35,0.34,44.03,11.30,11.88,0.48,0.00,0.00,0.71,491.39,12.05,478.92,2.01,215.57,0.00,237.76,0.04,237.76,0.31
chc-lia-0019.smt2,,,31,4,,,7,7,,14,,14,,7,41,,30,,,,,,,29,13,42,12,,11,,,,,30.84,12.21,sat,0.25,0.01,0.00,0.00,0.00,0.00,0.16,0.07,0.04,0.00,0.00,0.00,0.01,0.23,0.03,0.17,0.01,0.00,0.04,0.00,,0.00,0.01
chc-lia-0020.smt2,,2123,292,,217,2,67,66,,596,61,7421,3,,24086,113,2968,,86,228,,,2197,274,8886,4136,60,549,15,1,21,1,,440.00,427.41,timeout,597.54,13.78,5.16,8.45,1.88,2.48,479.33,289.01,41.71,8.49,0.00,0.00,0.96,560.68,240.67,319.62,5.16,27.06,118.47,21.37,0.00,21.37,2.66
chc-lia-0021.smt2,,,,3,3,1,5,5,,14,,7,2,14,57,1,34,,2,8,,,,18,33,26,,,,,,,,32.44,13.68,sat,0.13,0.01,0.00,0.00,0.00,0.00,0.05,0.02,,0.00,0.00,0.00,0.00,0.11,0.02,0.08,0.01,0.01,0.02,0.01,0.00,0.01,
chc-lia-0022.smt2,,5,,19,5,1,22,22,,23,16,32,3,9,112,2,83,,3,22,,,,42,38,72,,20,,,1,,,33.72,14.91,sat,0.32,0.03,0.01,0.01,0.01,0.01,0.08,0.03,,0.00,0.00,0.00,0.01,0.30,0.03,0.19,0.02,0.03,0.00,0.03,0.00,0.03,0.00
chc-lia-0023.smt2,,,,4,6,1,8,8,,21,1,31,6,31,120,5,68,,4,15,,,1,30,46,59,,2,,,,,,39.80,17.59,sat,0.31,0.04,0.01,0.02,0.01,0.01,0.12,0.06,,0.00,0.00,0.00,0.01,0.28,0.03,0.22,0.02,0.03,0.04,0.02,0.00,0.02,
chc-lia-0024.smt2,,,,5,5,1,7,7,,19,,14,2,16,78,1,45,,2,9,,,,19,39,35,,,,,,,,30.60,12.22,sat,0.16,0.02,0.00,0.01,0.00,0.00,0.06,0.03,,0.00,0.00,0.00,0.00,0.14,0.02,0.09,0.01,0.01,0.01,0.01,0.00,0.01,
chc-lia-0025.smt2,,2,,,1,,17,16,,22,,29,,2,84,2,50,,,,,,,5,18,33,,2,,,,,,,,,,0.01,0.00,0.00,0.00,0.00,0.04,0.02,,0.00,0.00,0.00,0.00,0.14,0.02,0.07,0.01,0.01,0.00,0.01,,0.01,
chc-lia-0026.smt2,,4482,3212,,84,1,85,84,,1360,5,2620,,,20717,,4855,,,,,,4514,1529,7975,4803,33,,3,,,,,568.08,540.28,timeout,597.52,6.05,1.25,2.74,1.13,1.30,461.02,104.06,172.88,6.31,0.00,0.00,0.90,568.56,266.67,301.51,6.25,45.41,24.69,37.99,0.00,37.99,1.73
chc-lia-0027.smt2,,,,3,4,1,8,8,,11,,11,7,13,50,3,30,,3,11,,,,18,22,24,,1,,,,,,30.32,12.17,sat,0.15,0.01,0.00,0.01,0.00,0.00,0.05,0.02,,0.00,0.00,0.00,0.00,0.13,0.01,0.09,0.01,0.01,0.02,0.01,0.00,0.01,
chc-lia-0028.smt2,,590,339,9,297,,15,15,,269,,427,,293,3878,,798,,,,,,707,460,2687,991,209,24,209,,,,,818.52,442.54,sat,270.39,16.37,9.15,12.51,0.49,2.59,92.64,38.88,16.15,0.71,0.00,0.00,0.24,267.76,34.65,233.06,1.28,77.88,28.50,77.53,,77.53,4.13
chc-lia-0029.smt2,,,3,4,6,1,7,7,,11,2,10,5,12,44,2,29,,5,2,,,,10,16,20,,3,,,,,,29.00,11.38,sat,0.15,0.01,0.00,0.01,0.00,0.00,0.04,0.02,0.00,0.00,0.00,0.00,0.00,0.13,0.01,0.09,0.00,0.01,0.01,0.02,0.00,0.02,0.00
chc-lia-0030.smt2,,77,661,15,56,2,38,38,,55,327,979,202,150,2924,56,790,,164,50,16,,,350,918,924,50,172,42,8,1,,,266.84,146.44,sat,30.62,3.65,1.69,2.44,0.23,0.71,21.88,9.51,6.59,0.23,0.00,0.00,0.29,30.43,4.73,25.50,0.87,1.34,6.68,3.56,0.00,3.56,0.82
chc-lia-0031.smt2,,798,559,105,177,2,108,108,,246,31,2053,144,694,45071,769,2171,,229,379,23,,34,1158,40257,3483,78,1150,23,883,21,106,51,3273.00,2064.69,sat,562.91,5.23,1.41,2.93,0.87,0.88,504.33,183.79,37.95,3.19,0.00,0.00,1.41,559.16,183.89,374.66,7.60,14.36,54.79,69.74,0.01,69.74,12.56
chc-lia-0032.smt2,,7102,2125,,282,2,98,97,,215,331,6645,191,1,12238,46,7798,,169,463,,,6922,409,2668,8753,,322,,58,49,45,,298.46,280.77,timeout,596.25,9.99,3.38,5.37,1.82,1.47,389.83,105.40,29.63,0.89,0.00,0.00,2.36,595.90,22.79,572.56,8.34,87.53,95.31,95.35,0.01,95.35,1.44
chc-lia-0035.smt2,,1368,1115,,102,,21,20,,1325,18,1290,,2,4569,,2088,,,,,,1816,1859,442,2773,533,34,529,,,,,434.76,415.78,timeout,598.29,12.67,4.58,7.50,0.93,3.43,464.35,278.24,115.16,1.80,0.00,0.00,0.69,525.37,93.44,431.84,4.69,20.98,201.63,18.02,,18.02,26.89
chc-lia-0036.smt2,,563,664,,11,1,26,25,,842,112,1359,,2,4830,4,1765,,,,,,946,1278,994,2129,344,88,318,,,,,619.84,601.98,timeout,598.29,16.60,3.69,8.70,0.97,5.90,347.72,177.05,107.95,1.29,0.00,0.00,0.47,385.35,93.38,291.87,2.95,9.28,131.14,5.02,0.00,5.02,22.28
chc-lia-0044.smt2,5,,2,,1,,5,5,,10,1,7,,3,26,,20,,,,,,,10,9,19,5,,1,,,,,32.44,9.79,unsat,0.09,0.01,0.00,0.00,0.00,0.00,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.07,0.01,0.05,0.00,0.00,0.01,0.00,,0.00,0.00
chc-lia-0045.smt2,,,,11,3,1,19,19,,38,,109,1,31,328,8,142,,1,14,,,,33,116,123,,,,,,,,60.44,35.50,sat,0.80,0.13,0.02,0.06,0.01,0.04,0.41,0.26,0.00,0.00,0.00,0.00,0.01,0.77,0.09,0.61,0.03,0.05,0.23,0.01,0.00,0.01,
chc-lia-0046.smt2,,5,133,9,31,2,17,17,,80,7,226,42,148,1506,5,306,,54,10,,,7,180,986,369,,45,,5,,2,,186.64,97.63,sat,3.34,0.31,0.12,0.16,0.07,0.05,1.90,0.78,0.22,0.03,0.01,0.00,0.08,3.21,0.70,2.44,0.18,0.29,0.41,0.32,0.00,0.32,0.07
chc-lia-0047.smt2,,,,14,6,1,23,23,,44,,115,2,36,545,10,180,,1,14,,,,37,232,158,,,,,,4,,75.40,44.06,sat,1.32,0.18,0.02,0.08,0.02,0.06,0.77,0.51,,0.01,0.00,0.00,0.02,1.28,0.22,0.97,0.05,0.08,0.39,0.03,0.00,0.03,
chc-lia-0048.smt2,,,,,2,2,147,146,,247,10633,15098,,,15528,,10832,,10,,,,,156,45,10730,,45,,1,10,,,181.94,175.33,timeout,595.55,8.18,2.41,4.52,0.77,1.33,523.15,304.89,,1.19,0.00,0.00,1.77,579.46,4.39,574.50,7.16,15.81,280.56,14.05,0.00,14.05,0.08
chc-lia-0049.smt2,100,,,,2,2,100,100,,150,4846,7205,,,7497,,5001,,10,,,,,110,48,5045,100,48,1,1,10,,,425.20,269.79,unsat,117.52,3.39,1.15,1.89,0.32,0.59,96.44,58.20,,0.39,0.00,0.00,0.77,117.27,1.23,115.63,2.59,5.90,51.63,4.84,0.00,4.84,1.43
chc-lia-0050.smt2,,,,14,3,1,21,21,,71,,331,2,72,1063,16,245,,3,46,,,,67,467,222,,1,,,,1,,124.40,77.09,sat,2.58,0.32,0.05,0.15,0.03,0.11,1.63,1.12,,0.02,0.00,0.00,0.03,2.50,0.49,1.94,0.07,0.20,0.87,0.04,0.00,0.04,
chc-lia-0051.smt2,,,,2,,,5,5,,12,,8,,11,49,,26,,,,,,,13,29,20,,,,,,,,30.48,14.55,sat,0.16,0.02,0.01,0.01,0.00,0.00,0.07,0.03,,0.00,0.00,0.00,0.01,0.14,0.02,0.10,0.01,0.01,0.04,0.00,,0.00,
chc-lia-0052.smt2,,,,2,,,5,5,,12,,8,,11,49,,26,,,,,,,13,29,20,,,,,,,,30.48,14.55,sat,0.15,0.02,0.01,0.01,0.00,0.00,0.07,0.03,,0.00,0.00,0.00,0.00,0.13,0.02,0.10,0.01,0.01,0.03,0.00,,0.00,
chc-lia-0053.smt2,,2784,145,,39,,108,107,,357,,3009,,,24386,15,3489,,,,,,2949,114,13029,3416,,93,,,,,,328.08,302.46,timeout,597.08,6.98,1.00,3.70,0.81,1.71,513.51,293.07,19.99,2.24,0.00,0.00,0.61,562.93,197.54,364.94,2.50,17.40,187.45,14.73,,14.73,
chc-lia-0057.smt2,,1,13,9,11,1,11,11,,71,7,66,5,109,787,22,231,,8,18,4,,10,133,536,233,9,5,4,,,,,139.60,73.70,sat,1.68,0.20,0.06,0.08,0.05,0.04,0.88,0.38,0.04,0.01,0.01,0.00,0.04,1.58,0.33,1.22,0.10,0.16,0.27,0.08,0.00,0.08,0.01
chc-lia-0058.smt2,,,,1,,,4,4,,8,,5,,9,31,,18,,,,,,,8,18,13,,,,,,,,28.60,13.36,sat,0.11,0.01,0.00,0.00,0.00,0.00,0.05,0.02,,0.00,0.00,0.00,0.00,0.09,0.01,0.06,0.01,0.00,0.02,0.00,,0.00,
chc-lia-0059.smt2,,,,1,,,4,4,,8,,5,,9,31,,18,,,,,,,8,18,13,,,,,,,,28.60,13.36,sat,0.11,0.01,0.00,0.00,0.00,0.00,0.05,0.02,,0.00,0.00,0.00,0.00,0.09,0.01,0.07,0.01,0.00,0.02,0.00,,0.00,
chc-lia-0061.smt2,,,,7,4,1,18,18,,47,,190,4,49,636,15,169,,8,34,,,,45,282,144,,4,,,,,,103.36,65.20,sat,2.06,0.19,0.04,0.09,0.02,0.05,1.41,0.97,,0.02,0.00,0.00,0.02,1.99,0.38,1.55,0.05,0.12,0.82,0.03,0.00,0.03,
chc-lia-0063.smt2,,,1195,,1,,602,601,,604,598,600,,1,1803,,1805,,,,,,,6,,1203,,,,,,,,764.71,730.49,timeout,598.15,0.84,0.22,0.38,0.11,0.20,9.11,0.02,3.79,0.01,0.00,0.00,0.23,15.94,2.34,11.25,0.50,1.90,0.96,0.46,,0.46,
chc-lia-0064.smt2,,,1195,,1,,602,601,,604,598,600,,1,1803,,1805,,,,,,,6,,1203,,,,,,,,764.71,734.93,timeout,597.95,0.79,0.21,0.36,0.11,0.19,8.13,0.02,3.38,0.01,0.00,0.00,0.21,14.77,2.05,10.37,0.47,1.91,0.87,0.44,,0.44,
chc-lia-0070.smt2,4,,2,,1,,4,4,,8,4,3,,2,29,,15,,,,,,,9,13,15,4,,1,,,,,31.20,8.81,unsat,0.08,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.03,0.00,0.00,0.00,0.00,,0.00,0.00
chc-lia-0079.smt2,,92,1594,,44,2,100,99,,538,505,1710,684,31,23915,93,1929,,386,141,13,,,520,14323,2552,17,522,10,9,39,,,364.84,341.82,timeout,598.49,8.17,1.84,4.81,0.77,1.97,564.03,99.57,316.27,1.00,0.00,0.00,0.54,596.41,259.66,336.24,2.56,9.15,158.36,44.64,0.01,44.64,11.43
chc-lia-0080.smt2,,,,15,4,1,26,26,,60,1,233,7,44,746,18,225,,7,64,,,,83,285,212,,2,,,1,4,2,107.40,67.56,sat,2.45,0.26,0.04,0.12,0.03,0.08,1.59,1.15,,0.01,0.00,0.00,0.03,2.39,0.33,1.96,0.07,0.17,0.93,0.06,0.00,0.06,0.00
chc-lia-0081.smt2,,,,14,3,1,23,23,,55,,143,3,28,498,12,144,,3,29,,,,41,209,126,,1,,,,,,74.32,44.05,sat,1.23,0.15,0.02,0.07,0.02,0.05,0.72,0.46,,0.01,0.00,0.00,0.01,1.18,0.19,0.91,0.04,0.08,0.39,0.02,0.00,0.02,
chc-lia-0082.smt2,,,18,18,7,1,45,45,,86,,508,29,75,2104,41,352,,59,115,7,,,267,1092,639,9,36,7,,22,,,217.96,139.26,sat,7.69,0.52,0.10,0.25,0.07,0.15,5.55,3.51,0.33,0.06,0.00,0.00,0.08,7.57,1.64,5.72,0.27,0.50,2.13,0.26,0.00,0.26,0.14
chc-lia-0083.smt2,,,1,15,8,1,29,29,,88,6,289,20,65,860,17,298,,25,119,9,,,128,298,284,11,8,9,,1,,,133.84,81.40,sat,4.28,0.43,0.08,0.20,0.05,0.14,2.85,2.13,0.01,0.02,0.00,0.00,0.04,4.19,0.47,3.61,0.11,0.34,1.67,0.20,0.00,0.20,0.03
chc-lia-0084.smt2,,,,15,9,1,37,37,,81,1,358,18,59,1162,22,287,,27,93,13,,,162,527,316,24,10,13,,4,,,141.64,89.02,sat,4.81,0.49,0.09,0.22,0.06,0.17,3.26,2.21,0.04,0.03,0.00,0.00,0.05,4.72,0.71,3.85,0.13,0.32,1.69,0.16,0.00,0.16,0.07
chc-lia-0085.smt2,,,2,17,4,1,37,37,,85,,407,13,53,1419,17,254,,25,74,4,,,140,659,352,7,16,4,,10,,,145.80,90.25,sat,4.46,0.39,0.07,0.18,0.05,0.12,3.02,1.99,0.07,0.04,0.00,0.00,0.05,4.37,0.91,3.31,0.15,0.31,1.33,0.13,0.00,0.13,0.05
chc-lia-0086.smt2,,,,11,6,1,20,20,,39,,133,,42,584,6,139,,4,14,,,,34,265,122,,2,,,,44,,72.24,44.47,sat,1.26,0.17,0.02,0.08,0.02,0.06,0.74,0.51,,0.01,0.00,0.00,0.02,1.21,0.22,0.92,0.04,0.07,0.37,0.09,0.00,0.09,
chc-lia-0091.smt2,,527,,,90,1,166,165,,559,,4353,1223,5,27335,228,2039,,167,504,,,,675,17685,6377,,1407,,,114,296,1,332.18,321.77,timeout,596.63,5.01,0.81,2.90,0.56,1.06,527.89,324.42,,2.19,0.00,0.00,1.03,562.94,171.05,391.08,5.86,6.91,18.75,70.22,0.01,70.22,4.37
chc-lia-0092.smt2,,,1,18,3,1,24,24,,47,,169,2,38,733,3,191,,3,13,,,,37,306,167,,2,,,,3,,104.72,60.97,sat,1.51,0.21,0.03,0.10,0.02,0.07,0.91,0.59,0.01,0.01,0.00,0.00,0.02,1.46,0.30,1.08,0.05,0.08,0.45,0.02,0.00,0.02,0.00
chc-lia-0093.smt2,,3667,196,,82,,114,113,,361,,5438,,,21200,,5299,,,,,,3879,141,7984,5241,44,,40,,,,,366.88,338.99,timeout,596.34,12.43,1.94,6.54,1.33,3.33,489.52,304.15,52.85,1.99,0.00,0.00,0.85,583.21,119.75,463.00,3.33,36.58,241.40,33.03,,33.03,1.08
chc-lia-0094.smt2,,,,9,5,2,9,9,,14,,11,13,9,65,6,35,,23,11,20,,1,19,26,26,20,13,20,7,,23,3,35.12,16.50,sat,0.32,0.03,0.01,0.02,0.01,0.01,0.13,0.08,0.00,0.00,0.00,0.00,0.01,0.29,0.02,0.23,0.01,0.02,0.02,0.07,0.00,0.07,0.02
chc-lia-0096.smt2,,,,8,5,2,8,8,,14,,12,13,7,72,2,36,,22,11,19,,2,18,31,26,19,13,19,6,,26,5,35.64,16.81,sat,0.32,0.04,0.01,0.02,0.01,0.01,0.14,0.09,0.00,0.00,0.00,0.00,0.01,0.30,0.03,0.23,0.01,0.02,0.02,0.07,0.00,0.07,0.02
chc-lia-0097.smt2,,,6,17,3,1,41,41,,61,,360,2,79,2104,15,377,,6,3,,,,56,1127,359,,4,,,,,,199.80,130.64,sat,5.48,0.52,0.08,0.26,0.05,0.17,3.96,2.56,0.05,0.04,0.00,0.00,0.04,5.38,1.45,3.77,0.12,0.29,1.82,0.04,0.00,0.04,0.02
chc-lia-0102.smt2,,,,14,2,1,16,16,,119,39,108,1,61,857,,197,,1,9,,,,102,479,180,,,,,,,,127.92,79.87,sat,3.36,0.18,0.05,0.08,0.02,0.05,2.48,1.56,,0.03,0.00,0.00,0.06,3.28,0.72,2.50,0.15,0.19,1.40,0.05,0.00,0.05,
chc-lia-0103.smt2,,,3,14,4,3,17,17,2,126,43,150,38,63,1272,24,260,,15,102,4,,,241,702,273,11,3,4,3,3,100,15,223.52,132.15,sat,5.87,0.29,0.09,0.15,0.03,0.07,4.37,2.84,0.01,0.07,0.00,0.00,0.09,5.76,1.41,4.28,0.25,0.32,1.87,0.46,0.00,0.46,0.06
chc-lia-0104.smt2,,321,1742,34,131,3,96,96,329,183,111,3319,434,412,26112,47,2604,,641,62,118,,39,382,13669,2965,77,652,68,332,20,134,34,1947.48,1236.20,sat,584.47,12.80,2.18,7.37,0.97,3.60,532.37,230.06,193.54,1.41,0.00,0.00,0.48,583.19,202.75,379.95,2.28,17.63,150.62,81.22,0.01,81.22,20.19
chc-lia-0107.smt2,,,1,13,,,32,32,,55,,351,,54,1218,3,286,,,,,,,41,525,260,,,,,,,,129.56,82.86,sat,2.98,0.35,0.06,0.18,0.04,0.10,2.05,1.44,0.00,0.02,0.00,0.00,0.03,2.93,0.56,2.27,0.08,0.17,1.17,0.00,,0.00,
chc-lia-0109.smt2,,1492,99,,789,1,21,20,,372,,1890,7,18,2609,8,1742,,1,3,,,1613,318,145,1756,35,,35,,,9,1,347.21,343.85,timeout,598.78,3.79,1.28,2.18,0.51,0.76,90.14,61.96,4.32,0.37,0.00,0.00,0.24,455.53,3.80,451.65,1.25,176.76,59.39,182.06,0.00,182.06,0.20
chc-lia-0110.smt2,,,10,9,8,3,12,12,3,72,1,164,15,91,621,59,191,,29,67,21,,,138,234,182,23,13,21,4,,4,2,253.64,155.90,sat,6.38,0.49,0.14,0.24,0.09,0.11,4.88,3.12,0.11,0.05,0.00,0.00,0.06,6.25,0.92,5.28,0.16,0.34,2.90,0.24,0.00,0.24,0.12
chc-lia-0111.smt2,,,10,9,8,3,12,12,3,72,1,164,15,91,621,59,191,,29,67,21,,,138,234,182,23,13,21,4,,4,2,253.64,155.90,sat,6.42,0.49,0.15,0.25,0.09,0.12,4.92,3.15,0.11,0.05,0.00,0.00,0.06,6.30,0.93,5.32,0.16,0.34,2.92,0.24,0.00,0.24,0.12
chc-lia-0112.smt2,,,,12,1,,35,35,,50,,563,,115,2315,8,458,,,,,,,43,953,426,,,,,,,,194.84,137.60,sat,8.05,0.76,0.15,0.44,0.07,0.19,5.93,4.59,,0.08,0.00,0.00,0.05,7.94,1.93,5.89,0.16,0.55,3.16,0.06,,0.06,
chc-lia-0113.smt2,,93,1244,,58,3,206,205,7,378,1621,954,317,,23521,539,2777,,200,93,45,,,390,17260,4246,45,403,45,7,22,7,,488.97,447.64,timeout,594.81,8.72,1.28,4.87,0.87,2.26,517.13,184.79,199.38,0.52,0.00,0.00,0.72,551.32,137.38,412.92,3.12,8.04,244.00,19.11,0.00,19.11,4.52
chc-lia-0114.smt2,,,,19,4,1,40,40,,88,2,542,10,81,1776,18,416,,22,88,,,,167,745,479,,16,,,9,,,215.44,138.85,sat,6.56,0.54,0.08,0.27,0.06,0.17,4.82,3.48,,0.04,0.00,0.00,0.05,6.46,1.17,5.15,0.18,0.43,2.53,0.13,0.00,0.13,0.02
chc-lia-0115.smt2,,745,3960,,107,5,61,60,453,1080,21,2697,991,,22576,20,3254,,1322,76,39,,24,707,7170,3445,,1379,,524,21,289,1,417.71,401.96,timeout,597.34,9.53,1.38,5.49,0.92,2.36,438.88,92.40,277.99,1.54,0.00,0.00,0.45,501.08,188.98,311.82,3.12,25.86,98.45,63.75,0.02,63.75,22.33
chc-lia-0116.smt2,,,26,23,8,3,58,58,24,185,53,2742,78,366,11676,172,1206,,229,386,76,,,744,6076,1792,50,164,31,25,63,84,4,984.96,614.69,sat,98.42,3.19,0.46,1.78,0.28,0.89,84.74,60.90,1.49,0.74,0.00,0.00,0.21,97.63,30.18,67.21,1.15,4.93,30.88,5.17,0.00,5.17,2.16
chc-lia-0117.smt2,,,79,12,8,3,16,16,6,85,7,184,34,202,1637,73,295,,48,41,23,,,182,967,282,28,23,23,7,,6,6,464.00,302.35,sat,17.45,1.50,0.49,0.90,0.18,0.32,13.77,6.77,2.66,0.11,0.00,0.00,0.12,17.12,3.16,13.89,0.30,0.75,7.70,0.74,0.00,0.74,0.36
