index,SPACER_expand_pob_undef,SPACER_inductive_level,SPACER_max_depth,SPACER_max_query_lvl,SPACER_num_active_lemmas,SPACER_num_ctp_blocked,SPACER_num_invariants,SPACER_num_is_invariant,SPACER_num_lemma_jumped,SPACER_num_lemmas,SPACER_num_pobs,SPACER_num_propagations,SPACER_num_queries,SPACER_num_reach_queries,SPACER_num_reuse_reach_facts,max_memory,memory,result,time,time_pool_solver_smt_total,time_pool_solver_smt_total_sat,time_pool_solver_smt_total_undef,time_spacer_ctp,time_spacer_init_rules,time_spacer_init_rules_pt_init,time_spacer_mbp,time_spacer_solve,time_spacer_solve_propagate,time_spacer_solve_pt_must_reachable,time_spacer_solve_reach,time_spacer_solve_reach_children,time_spacer_solve_reach_gen_bool_ind,time_spacer_solve_reach_is_reach
chc-lia-lin-0288.smt2,,,,53,242,2770,86,7921,15,1665,767,2569,1611,,,,238.02,timeout,597.10,511.18,440.67,,1.11,0.11,0.10,10.40,580.49,178.72,,401.59,65.90,208.28,
chc-lia-lin-0289.smt2,,,,49,228,2315,76,7132,11,1497,973,2340,1447,,,,234.29,timeout,596.79,511.33,446.00,,1.08,0.10,0.09,9.70,576.34,178.62,,397.56,61.80,217.26,
chc-lia-lin-0290.smt2,,,,51,224,2689,70,7465,6,1526,582,2245,1474,,,,262.13,timeout,596.56,523.95,451.77,,1.12,0.12,0.11,10.17,591.38,186.47,,404.74,64.12,215.76,
chc-lia-lin-0291.smt2,,,,49,240,2547,88,6876,14,1448,849,1991,1399,,,,248.61,timeout,596.94,526.61,459.31,,1.13,0.11,0.10,9.91,592.49,182.89,,409.43,62.61,223.70,
chc-lia-lin-0292.smt2,,,,54,222,2943,64,8183,13,1681,637,2573,1626,,,,245.61,timeout,596.45,510.70,435.93,,1.14,0.10,0.09,11.33,583.60,187.87,,395.56,69.37,196.81,
chc-lia-lin-0293.smt2,,,50,50,2088,10561,238,29161,183,3602,1975,12518,3601,50,1,9476.12,3133.07,unsat,71.18,62.44,32.03,,0.80,0.07,0.02,1.07,70.03,22.69,,47.17,3.22,20.17,0.37
chc-lia-lin-0294.smt2,,,,110,3067,28560,1012,145343,1781,6595,3731,99480,6523,,,,12895.85,timeout,596.98,476.15,181.49,,2.91,0.10,0.03,1.91,501.06,265.54,,235.12,6.82,122.66,
chc-lia-lin-0295.smt2,,,,74,4492,43669,764,112512,1178,8406,4317,48665,8333,,,,5759.95,timeout,596.07,516.62,285.36,,5.89,0.08,0.02,3.02,545.32,176.46,,368.58,10.11,201.28,
chc-lia-lin-0296.smt2,,,41,41,201,1223,399,5195,240,1687,595,3184,1649,,,2051.80,860.58,sat,45.55,39.87,23.34,,0.12,0.06,0.02,0.57,43.67,6.64,,36.89,1.90,19.70,
chc-lia-lin-0297.smt2,,,29,29,547,1645,289,4222,333,1742,739,1566,1742,29,1,1771.88,749.45,unsat,38.46,34.17,21.60,,0.16,0.06,0.02,0.58,37.78,3.62,,34.07,1.91,17.48,0.25
chc-lia-lin-0298.smt2,,5,42,42,199,2212,596,9160,947,2474,1007,5853,2432,,,3080.48,1376.74,sat,91.68,82.61,42.34,0.77,0.28,0.06,0.02,0.91,89.01,15.22,,73.64,3.11,37.46,
chc-lia-lin-0299.smt2,16,,29,29,395,1207,218,2985,250,1179,408,1083,1180,29,21,1462.76,560.92,unsat,26.61,23.37,15.20,0.34,0.10,0.06,0.03,0.42,25.96,2.65,,23.21,1.33,12.24,0.24
chc-lia-lin-0300.smt2,,,41,41,195,1508,519,6154,858,2026,768,3697,1987,,,2173.60,934.84,sat,66.78,59.73,35.03,0.00,0.18,0.06,0.02,0.77,64.87,7.55,,57.17,2.62,30.31,
chc-lia-lin-0301.smt2,,,52,52,796,3029,243,12950,12,1694,867,7726,1707,52,1,5844.76,1839.15,unsat,18.02,14.10,5.55,,0.09,0.11,0.03,0.47,17.18,7.50,,9.50,1.30,2.61,0.21
chc-lia-lin-0302.smt2,15,,29,29,557,1618,279,4521,324,1707,596,1743,1707,29,7,2078.12,835.21,unsat,43.41,38.85,24.17,0.27,0.19,0.06,0.03,0.61,42.71,4.83,,37.78,1.99,19.32,0.31
chc-lia-lin-0303.smt2,,,54,53,1412,7030,847,31323,3597,5582,1579,19521,5529,,,,4062.23,timeout,596.23,575.26,195.43,28.23,2.24,0.07,0.03,2.11,594.98,153.36,,441.43,8.66,183.86,
chc-lia-lin-0304.smt2,,5,41,41,220,1368,420,4621,432,1747,607,2395,1708,,,1658.16,735.93,sat,46.52,41.08,23.78,0.11,0.14,0.07,0.03,0.63,44.92,5.24,,39.53,2.03,19.57,
chc-lia-lin-0305.smt2,,,19,19,249,421,87,1248,47,439,199,451,439,19,1,809.72,299.73,unsat,7.37,6.02,3.91,0.04,0.02,0.07,0.03,0.18,6.91,0.90,,5.94,0.45,2.81,0.14
chc-lia-lin-0306.smt2,,14,56,56,371,6225,789,18187,1126,3712,1891,8932,3658,,,8721.44,3429.58,sat,226.10,207.64,93.91,2.24,1.40,0.07,0.03,1.57,219.18,43.06,,175.92,5.63,77.21,
chc-lia-lin-0307.smt2,,,7,7,71,47,4,225,4,103,50,67,102,7,1,511.72,176.12,unsat,1.00,0.55,0.29,0.01,0.00,0.07,0.03,0.03,0.69,0.16,,0.51,0.07,0.03,0.02
chc-lia-lin-0308.smt2,,,48,47,1247,9780,618,26618,899,6520,1880,12725,6473,,,,3358.78,timeout,596.48,548.49,239.89,2.94,1.94,0.07,0.03,3.03,569.46,84.41,,484.88,10.50,211.05,
chc-lia-lin-0309.smt2,5,,14,14,190,357,78,1723,6,288,160,923,287,14,1,1205.28,446.45,unsat,3.92,2.89,1.47,0.08,0.01,0.08,0.03,0.16,3.48,1.19,,2.24,0.31,0.54,0.08
chc-lia-lin-0310.smt2,566,,42,42,1414,8160,356,26331,541,3492,1719,12302,3622,167,121,15467.60,5451.83,unsat,281.95,266.26,92.23,42.39,1.83,0.07,0.03,1.77,279.14,80.48,,198.51,5.62,75.48,4.85
chc-lia-lin-0311.smt2,,,2,2,6,,,3,,8,6,,7,2,1,266.76,99.94,unsat,0.30,0.04,0.01,,,0.09,0.04,0.00,0.05,0.00,,0.04,0.00,,0.00
chc-lia-lin-0312.smt2,,,64,64,1618,9245,312,39978,35,3328,1940,24952,3341,64,1,22812.96,7017.11,unsat,85.49,75.45,30.41,,0.58,0.14,0.04,0.92,83.47,41.76,,41.49,2.85,16.91,0.58
chc-lia-lin-0313.smt2,221,,30,30,399,2271,28,7828,5,978,584,3495,1023,76,60,5065.32,1806.73,unsat,32.26,28.48,9.03,7.60,0.14,0.09,0.04,0.46,31.17,10.27,,20.78,1.22,6.93,0.71
chc-lia-lin-0314.smt2,,,,97,4106,39911,792,131037,434,9561,6260,72433,9490,,,,20272.23,timeout,596.20,528.71,241.68,,4.07,0.16,0.04,3.22,561.72,210.87,,350.48,11.82,183.38,
chc-lia-lin-0315.smt2,,,76,76,1896,11577,499,47568,28,4133,2269,28561,4154,76,1,27705.32,8282.96,unsat,83.43,72.04,28.10,,0.50,0.16,0.04,1.14,81.25,38.35,,42.63,3.51,16.69,0.47
chc-lia-lin-0316.smt2,,,66,66,535,2091,311,15034,189,2370,353,12409,2306,,,31390.52,10368.23,sat,259.05,208.34,21.13,,0.03,0.21,0.12,0.45,212.57,106.25,,106.13,1.38,17.84,
chc-lia-lin-0317.smt2,,,,10,234,290,,1205,7,299,218,512,288,,,,845.66,timeout,599.76,293.17,31.63,,0.03,0.20,0.12,0.10,294.38,18.81,,275.54,0.38,30.65,
chc-lia-lin-0318.smt2,,,,19,374,611,,3144,256,660,339,1749,640,,,,1891.33,timeout,599.43,592.07,71.26,,0.06,0.20,0.12,0.18,594.37,49.42,,544.90,0.68,57.43,
chc-lia-lin-0319.smt2,,,,52,312,1571,,10836,,1582,216,8314,1531,,,,3712.67,timeout,599.55,257.70,13.28,,0.02,0.21,0.13,0.32,260.75,195.84,,64.76,0.97,8.25,
chc-lia-lin-0320.smt2,,,,53,5852,40249,113,131407,185,12016,4562,54502,11962,,,,13398.08,timeout,596.93,523.61,313.79,,6.67,0.20,0.07,4.09,559.98,205.64,,354.12,14.60,181.59,
chc-lia-lin-0321.smt2,,,,50,6197,38466,95,129434,276,12394,4520,53842,12343,,,,12401.66,timeout,596.36,541.99,336.28,,8.34,0.21,0.08,4.48,582.10,226.99,,354.91,15.57,193.52,
chc-lia-lin-0322.smt2,,,,107,5999,55618,742,170130,468,11858,7900,94397,11784,,,,26078.11,timeout,596.10,527.14,244.64,,3.89,0.24,0.07,4.78,569.85,214.75,,354.66,16.78,188.35,
chc-lia-lin-0323.smt2,,,,108,4680,66584,917,203831,374,9475,5986,116023,9397,,,,39927.17,timeout,597.07,535.96,211.96,,3.99,0.30,0.09,3.26,572.25,299.72,,272.08,12.10,133.90,
chc-lia-lin-0324.smt2,,,188,187,2586,65004,571,276317,141,7751,2422,207764,7704,,,,35984.96,timeout,598.94,405.32,25.23,0.21,0.30,0.43,0.14,2.14,434.43,381.34,,52.24,6.84,10.65,
chc-lia-lin-0325.smt2,,,,115,5528,43649,810,153003,212,11593,7349,89879,11521,,,,33933.78,timeout,596.45,460.96,214.01,,2.63,0.33,0.10,4.33,501.70,181.15,,320.07,16.26,174.81,
